  0.12000000000000000        0.99726832668593923      
   2.4000000000000000E-002   0.99729891376172985      
   4.7999999999999996E-003   0.99730013900576009      
   9.6000000000000002E-004   0.99730018801834308      
   1.9200000000000000E-004   0.99730018997885828      
   3.8399999999999998E-005   0.99730019005727855      
   7.6799999999999993E-006   0.99730019006042625      
   1.5360000000000000E-006   0.99730019006046389      
   3.0720000000000000E-007   0.99730019006060089      
   6.1440000000000000E-008   0.99730019006081938      
   1.2288000000000001E-008   0.99730019006062931      
